Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
NRG,"NRG Energy, Inc.",152.54,66.03,1.32,2.31,29366999040.0,50.14,4.23,1.16,1180000000.0,41274875904.0,12582000000.0,0.09,1.15,0.01,,0.18,0.03,4.86,18.12,2122499968.0,29505964032.0,0.01,Utilities
MLM,"Martin Marietta Materials, Inc.",610.92,33.81,,18.07,6685000192.0,0.0,20.72,5.37,1571000000.0,42029477888.0,14779000000.0,0.11,0.53,0.01,0.12,0.12,0.01,0.58,3.93,-92875000.0,36829556736.0,0.03,Basic Materials
DOL.TO,DOLLARAMA INC,190.62,43.72,3.26,4.36,6528583168.0,13.41,48.08,11.51,1804380000.0,57272799232.0,3589904000.0,0.5,0.22,0.0,0.27,1.4,0.17,3.56,40.01,1110066176.0,52833763328.0,0.08,Consumer Defensive
IFC.TO,INTACT FINANCIAL CORPORATION,279.0,21.43,,13.02,29486999552.0,0.0,35.06,8.7,3273000000.0,52862631936.0,22347000000.0,0.15,1.88,0.02,0.16,0.13,0.04,0.28,2.78,4346124800.0,49757700096.0,0.06,Financial Services
ED,"Consolidated Edison, Inc.",104.48,19.31,3.61,5.41,16149000192.0,5.36,11.55,3.08,3594000000.0,63239593984.0,50333000000.0,0.07,3.24,0.02,0.22,0.09,0.03,1.14,1.59,-770750016.0,37643726848.0,0.12,Utilities
ETR,Entergy Corporation,90.47,22.45,1.64,4.03,12307128320.0,13.72,1.16,0.32,3578039000.0,69931794432.0,46618443000.0,0.08,2.65,0.03,8.56,0.11,0.03,1.84,2.49,-2688983296.0,40386621440.0,0.13,Utilities
STAN.L,STANDARD CHARTERED PLC ORD USD0,1387.5,10.2,1.24,1.36,20120000512.0,8.25,35.42,8.78,,-124360450048.0,152453000000.0,,2.2,0.0,0.76,0.09,0.01,0.0,71.47,,32087324672.0,0.21,Financial Services
XYZ,"Block, Inc.",73.39,17.81,23.5,4.12,23834615808.0,0.76,36.58,9.04,1795378000.0,46290423808.0,27971926000.0,0.06,,0.0,1.76,0.14,0.02,0.26,2.02,-336289760.0,45136244736.0,-0.02,Technology
NDAQ,"Nasdaq, Inc.",96.85,37.25,1.72,2.6,8111000064.0,21.66,25.72,6.56,2210000000.0,64524070912.0,20989000000.0,0.11,1.12,0.01,1.04,0.13,0.05,0.82,4.71,1904000000.0,55572045824.0,0.17,Financial Services
CAH,"Cardinal Health, Inc.",157.41,24.6,0.75,6.4,222286004224.0,32.62,39.61,9.71,2250000000.0,42973147136.0,4731000000.0,0.48,1.33,0.01,0.94,,0.03,0.0,-12.76,3518749952.0,37570146304.0,0.0,Healthcare
AD,221882,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ENI,456658,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TTD,"The Trade Desk, Inc.",54.23,66.13,2.98,0.82,2679088128.0,22.22,104.34,21.94,475019000.0,,2695833000.0,0.18,,0.0,0.06,,,0.12,9.12,,26514401280.0,0.19,Communication Services
CSGP,"CoStar Group, Inc.",94.5,363.46,4.33,0.26,2915500032.0,83.9,40.74,9.95,-6300000.0,37567725568.0,9593900000.0,-0.0,,0.0,-0.68,0.01,-0.0,0.13,4.65,116800000.0,40390811648.0,0.15,Real Estate
ATD.TO,ALIMENTATION COUCHE-TARD INC,69.99,18.76,,3.73,72856797184.0,0.0,16.0,4.21,3964700000.0,78548402176.0,24413800000.0,0.16,1.11,0.01,-0.03,0.18,0.06,0.93,4.44,2536199936.0,66354999296.0,-0.08,Consumer Cyclical
TTWO,"Take-Two Interactive Software, ",217.37,,4.1,-25.57,5799199744.0,0.0,60.74,14.08,-4187200000.0,41570091008.0,6546000000.0,-0.64,,0.0,,-0.89,-0.02,1.01,11.52,1229162496.0,40097591296.0,0.12,Communication Services
A,"Agilent Technologies, Inc.",114.62,28.23,1.67,4.06,6627999744.0,16.86,3.02,0.83,1482000000.0,34757500928.0,9631000000.0,0.15,0.87,0.01,-0.3,0.19,0.08,0.6,5.3,1048374976.0,32559529984.0,0.06,Healthcare
IQV,"IQVIA Holdings, Inc.",179.86,26.03,1.03,6.91,15699999744.0,25.38,11.04,2.95,2227000000.0,44141199360.0,21268000000.0,0.1,,0.0,-0.27,0.2,0.05,2.72,5.29,2451624960.0,30576199680.0,0.05,Healthcare
3382.T,SEVEN & I HOLDINGS CO LTD,2045.0,26.46,2.27,77.3,10367668322304.0,11.68,36.84,9.1,344839000000.0,7970982199296.0,7031213000000.0,0.05,2.44,0.02,1.29,0.05,0.02,1.02,1.38,384048365568.0,5166344962048.0,0.01,Consumer Defensive
SLF.TO,SUN LIFE FINANCIAL INC.,77.85,14.21,,5.48,34136000512.0,0.0,-19.65,-5.89,5029000000.0,42917834752.0,30105000000.0,0.17,4.16,0.04,0.1,0.14,0.01,0.25,1.75,84455497728.0,43841851392.0,0.06,Financial Services
TEAM,Atlassian Corporation,168.06,,2.01,-1.64,5215304192.0,0.0,108.63,22.65,-108760000.0,43255353344.0,2356154000.0,-0.05,,0.0,,-0.22,-0.01,0.92,32.83,299724256.0,44116758528.0,0.22,Technology
ZS,"Zscaler, Inc.",269.7,,3.68,-0.27,2546757120.0,0.0,222.06,38.36,-11422000.0,40650661888.0,2953820000.0,-0.0,,0.0,,-0.03,-0.02,0.68,23.26,733933504.0,41990434816.0,0.23,Technology
8053.T,SUMITOMO CORP,4024.0,8.69,,463.16,7308275875840.0,0.0,32.7,8.17,225397000000.0,8354212610048.0,7903206000000.0,0.03,3.48,0.0,0.35,0.13,0.02,0.79,1.04,660076888064.0,4869120327680.0,0.01,Industrials
TRI.TO,THOMSON REUTERS CORPORATION,247.39,50.59,,4.89,7318000128.0,0.0,14.34,3.79,2163000000.0,113865793536.0,14457000000.0,0.15,1.31,0.01,-0.63,0.13,0.07,0.16,8.84,1409750016.0,111498674176.0,0.03,Industrials
STT,State Street Corporation,111.08,12.48,1.17,8.9,13322999808.0,10.64,7.42,2.01,,-52745121792.0,59503000000.0,,3.06,0.03,-0.02,0.11,0.01,0.0,1.34,,31512842240.0,0.08,Financial Services
PCG,Pacific Gas & Electric Co.,15.0,13.89,0.88,1.08,24452999168.0,15.78,18.3,4.78,5224000000.0,93979557888.0,88778000000.0,0.06,0.66,0.0,0.0,0.08,0.02,1.9,1.11,-4533499904.0,32967598080.0,-0.02,Utilities
GEHC,GE HealthCare Technologies Inc.,72.0,14.75,3.5,4.88,19967000576.0,4.22,11.87,3.16,3262000000.0,40092467200.0,19987000000.0,0.16,0.2,0.0,0.14,0.26,0.06,1.08,3.38,1583000064.0,32872462336.0,0.04,Healthcare
8725.T,MS&AD INS GP HLDGS,3364.0,7.55,0.24,445.61,6435184836608.0,31.14,26.8,6.81,347073000000.0,3452100149248.0,4591181000000.0,0.08,3.58,0.03,-0.25,0.16,0.02,0.15,1.27,708438523904.0,5084114059264.0,-0.13,Financial Services
PGHN.SW,PARTNERS GROUP N,1141.0,26.47,2.73,43.11,2121900032.0,9.68,-22.07,-6.69,,31087804416.0,4458700000.0,,3.72,0.04,0.37,0.47,0.16,0.89,12.24,403300000.0,29556463616.0,0.29,Financial Services
9432.T,NTT INC,160.0,13.37,2.14,11.97,13726742740992.0,6.25,12.74,3.38,1013184000000.0,25786515980288.0,20231664000000.0,0.05,3.31,0.03,-0.05,0.1,0.04,1.38,1.41,513803878400.0,13238127296512.0,0.01,Communication Services
RJF,"Raymond James Financial, Inc.",164.92,16.17,1.33,10.2,13767999488.0,12.19,31.25,7.84,,22299000832.0,15069000000.0,,1.23,0.01,-0.11,,,0.36,2.76,,32882409472.0,0.05,Financial Services
CCO.TO,CAMECO CORP,106.0,86.89,,1.22,3570216960.0,0.0,112.6,23.29,798117000.0,46011097088.0,7737438000.0,0.1,0.15,0.0,7.91,0.08,0.04,0.15,6.85,729845120.0,46151024640.0,0.46,Energy
UMG,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
FNV.TO,FRANCO-NEVADA CORPORATION,236.09,53.29,,4.43,1212000000.0,0.0,-14.34,-4.21,861600000.0,44248276992.0,6292500000.0,0.14,0.88,0.01,0.45,0.1,0.08,0.0,7.23,-47112500.0,45482266624.0,0.43,Basic Materials
G,Genpact Limited,43.54,14.81,,2.94,4929034240.0,0.0,18.52,4.83,776249000.0,8118001664.0,3668323000.0,0.21,1.63,0.01,0.09,0.22,0.09,0.58,2.93,518350112.0,7614013952.0,0.07,Technology
ADS,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
XYL,Xylem Inc.,142.65,37.05,2.59,3.85,8730000384.0,14.28,64.81,14.88,1196000000.0,35911393280.0,13070000000.0,0.09,1.12,0.01,0.16,0.09,0.05,0.19,3.14,929124992.0,34722435072.0,0.06,Industrials
WTW,Willis Towers Watson Public Lim,327.85,218.57,,1.5,9808000000.0,0.0,10.36,2.77,570000000.0,35746607104.0,13411000000.0,0.04,1.13,0.01,1.35,0.02,0.05,0.73,3.96,1335624960.0,31981113344.0,-0.0,Financial Services
WAB,Westinghouse Air Brake Technolo,191.42,28.53,,6.71,10561999872.0,0.0,32.79,8.19,1735000000.0,36388855808.0,15585000000.0,0.11,0.53,0.0,0.16,0.11,0.06,0.47,3.03,1348875008.0,32723820544.0,0.02,Industrials
CCL,Carnival Corporation,28.37,14.85,,1.91,25972000768.0,0.0,1211.37,104.3,4095000000.0,63756976128.0,37262000000.0,0.11,,0.0,5.14,0.3,0.05,2.86,3.72,2056000000.0,38466314240.0,0.1,Consumer Cyclical
OTIS,Otis Worldwide Corporation,87.47,23.14,2.36,3.78,14168000512.0,9.82,-0.26,-0.07,1895000000.0,41928806400.0,2382000000.0,0.8,1.92,0.02,-0.05,,0.15,0.0,-6.4,1437250048.0,34329788416.0,-0.0,Industrials
IMB.L,IMPERIAL BRANDS PLC ORD 10P,3011.0,10.04,0.91,3.0,18530000896.0,11.08,-1.16,-0.32,,36007870464.0,14139000000.0,,6.29,0.0,-0.04,0.51,0.08,1.97,506.39,1854375040.0,24464586752.0,0.0,Consumer Defensive
KEYS,Keysight Technologies Inc.,164.96,38.72,0.9,4.26,5107999744.0,42.79,0.77,0.21,1064000000.0,28038076416.0,8009000000.0,0.13,,0.0,1.04,0.14,0.06,0.5,5.17,976499968.0,28391100416.0,0.07,Technology
8002.T,MARUBENI CORP,3233.0,10.68,,302.61,7902575198208.0,0.0,-8.44,-2.42,297926000000.0,7515109064704.0,6164246000000.0,0.05,3.09,0.0,0.08,0.14,0.02,0.71,1.48,236054380544.0,5322875863040.0,0.06,Industrials
6301.T,KOMATSU,4936.0,10.43,4.86,473.25,4054082125824.0,2.14,46.46,11.17,160240000000.0,5665380630528.0,4323996000000.0,0.04,3.93,0.04,-0.17,0.14,0.07,0.44,1.46,415043485696.0,4522767810560.0,-0.05,Industrials
STZ,"Constellation Brands, Inc.",170.6,,,-2.36,10061899776.0,0.0,15.74,4.14,17000000.0,42292539392.0,18832500000.0,0.0,2.36,0.02,-0.41,-0.04,0.09,1.54,4.15,1205774976.0,30080362496.0,-0.06,Consumer Defensive
HO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SSE.L,SSE PLC ORD 50P,1805.0,16.71,0.88,1.08,10131900416.0,18.89,16.5,4.33,,30279714816.0,22213400000.0,,3.52,0.0,-0.54,0.11,0.05,0.84,194.95,-1477750016.0,20195422208.0,0.0,Utilities
OXY,Occidental Petroleum Corporatio,44.32,26.07,1.26,1.7,27150000128.0,20.67,2.96,0.81,4728000000.0,74219372544.0,50431000000.0,0.09,2.2,0.02,-0.61,0.07,0.04,0.67,1.59,4515250176.0,43630379008.0,-0.06,Energy
LPLA,LPL Financial Holdings Inc.,369.84,25.31,1.55,14.61,13758120960.0,16.34,60.41,14.02,1815942000.0,30961190912.0,12249448000.0,0.15,0.33,0.0,0.12,0.29,0.08,1.45,5.83,,29588715520.0,0.3,Financial Services
MTB,M&T Bank Corporation,187.17,12.13,28.2,15.43,8903999488.0,0.43,54.83,12.9,,24884922368.0,40511000000.0,,2.94,0.03,0.09,0.09,0.01,0.0,1.12,,29248866304.0,0.06,Financial Services
ASSA-B.ST,ASSA ABLOY AB ser. B,328.4,25.07,2.22,13.1,152948998144.0,11.28,58.05,13.55,23181000000.0,434850070528.0,166185000000.0,0.14,1.8,0.02,-0.03,0.15,0.07,0.74,3.67,14985374720.0,364780158976.0,0.0,Industrials
FICO,Fair Isaac Corporation,1320.88,51.58,1.04,25.61,1928926976.0,49.44,30.46,7.66,893799000.0,34623385600.0,1382108000.0,0.65,,0.0,0.44,,0.31,0.0,-22.78,638329984.0,31706007552.0,0.2,Technology
WDS.AX,WOODSIDE FPO [WDS],26.83,9.32,,2.88,13178999808.0,0.0,89.3,19.38,,59209457664.0,45400000000.0,,6.97,0.05,,0.1,0.04,0.32,1.44,779875008.0,50943459328.0,0.09,Energy
EFX,"Equifax, Inc.",239.81,46.75,1.26,5.13,5840200192.0,37.09,15.38,4.05,1084100000.0,34529148928.0,10001500000.0,0.11,0.83,0.01,0.17,0.13,0.06,0.94,5.82,864124992.0,29543872512.0,0.07,Industrials
UCB,"United Community Banks, Inc.",29.7,13.5,,2.2,922993984.0,0.0,35.47,8.79,,3274961408.0,3666917000.0,,3.26,0.03,0.18,0.08,0.01,0.0,1.02,,3606500864.0,0.07,Financial Services
BMW,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
VTR,"Ventas, Inc.",68.57,159.47,1.74,0.43,5275330048.0,91.78,28.64,7.24,753618000.0,44195205120.0,24585700000.0,0.03,2.79,0.03,2.52,0.02,0.02,1.11,2.7,1139893376.0,31163076608.0,0.18,Real Estate
TCL.AX,TRANSURBAN STAPLED [TCL],13.82,691.0,,0.02,3827000064.0,0.0,42.72,10.38,,62122278912.0,30766000000.0,,4.78,0.05,,0.01,0.02,1.82,4.18,-191500000.0,42957807616.0,-0.14,Industrials
8750.T,DAI-ICHI LIFE HOLDINGS INC,1210.5,10.44,2.18,115.97,9300892188672.0,4.78,16.17,4.25,235029000000.0,4894293491712.0,4664702000000.0,0.05,3.97,0.03,-0.26,0.12,0.01,0.83,1.28,147267125248.0,4435949912064.0,-0.26,Financial Services
SMCI,"Super Micro Computer, Inc.",44.6,26.55,,1.68,21972041728.0,0.0,321.35,49.07,1328923000.0,27479171072.0,8871613000.0,0.15,,0.0,-0.34,0.18,0.07,0.75,4.23,1301389184.0,26618081280.0,0.08,Technology
IR,Ingersoll Rand Inc.,75.89,58.83,1.15,1.29,7364299776.0,51.29,40.42,9.88,1157800000.0,34059978752.0,14870700000.0,0.08,0.1,0.0,,0.05,0.05,0.49,2.99,1128787456.0,30162706432.0,0.05,Industrials
WEC,"WEC Energy Group, Inc.",110.35,21.18,2.7,5.21,9306699776.0,7.84,3.41,0.94,2699600000.0,56504258560.0,33394200000.0,0.08,3.22,0.03,0.16,0.13,0.03,1.5,2.69,-1004475008.0,35517911040.0,0.13,Utilities
TRGP,"Targa Resources, Inc.",165.09,23.65,1.44,6.98,16380600320.0,16.41,-3.35,-0.94,3015100000.0,51549241344.0,19134100000.0,0.16,2.45,0.0,-0.02,0.42,0.07,6.3,13.87,-188950000.0,35813302272.0,-0.0,Energy
CTSH,Cognizant Technology Solutions ,69.58,14.11,1.34,4.93,20486000640.0,10.53,6.64,1.8,3256000000.0,33351589888.0,15880000000.0,0.21,1.79,0.02,0.14,0.17,0.1,0.08,2.23,1835124992.0,33982595072.0,0.08,Technology
HEI,Heico Corporation,313.39,73.22,2.89,4.28,4133953024.0,25.37,106.77,22.34,912909000.0,46133907456.0,6245702000.0,0.15,0.08,0.0,0.27,0.16,0.07,0.51,10.99,474848000.0,37807058944.0,0.15,Industrials
TSCO,Tractor Supply Company,59.26,29.19,2.8,2.03,15148456960.0,10.43,16.9,4.43,1469897000.0,37162012672.0,4163809000.0,0.35,1.53,0.01,0.01,0.45,0.09,2.23,12.62,731744896.0,31419830272.0,0.04,Consumer Cyclical
BAYN,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
GIS,"General Mills, Inc.",49.83,12.15,11.51,4.1,19486599168.0,1.06,2.6,0.72,3383800000.0,42147536896.0,24077800000.0,0.14,4.87,0.05,-0.47,0.25,0.07,1.66,2.94,1248349952.0,27029190656.0,-0.03,Consumer Defensive
LEN,Lennar Corporation,120.85,10.01,1.88,12.07,35371978752.0,5.32,30.63,7.7,4055931000.0,29457534976.0,26787205000.0,0.15,1.67,0.02,-0.5,0.13,0.07,0.2,1.39,9169506304.0,31139297280.0,-0.04,Consumer Cyclical
SYF,Synchrony Financial,69.43,8.44,,8.23,9185000448.0,0.0,58.21,13.58,,23605954560.0,31739000000.0,,1.75,0.02,0.5,0.2,0.03,0.0,1.64,,25831985152.0,0.24,Financial Services
WSP.TO,WSP GLOBAL INC,280.0,45.75,,6.12,17546000384.0,0.0,57.28,13.4,1383100000.0,40620969984.0,12463600000.0,0.11,0.55,0.01,0.52,0.11,0.06,0.62,4.31,1548887552.0,36548120576.0,0.15,Industrials
IBKR,"Interactive Brokers Group, Inc.",65.91,34.69,,1.9,5637000192.0,0.0,216.87,37.73,8229000000.0,-46253854720.0,4833000000.0,1.7,0.5,0.0,0.25,0.22,0.02,1.17,6.03,,112035143680.0,0.19,Financial Services
HUM,Humana Inc.,266.68,20.45,0.88,13.04,123109998592.0,23.23,41.77,10.17,2871000000.0,23348088832.0,30820000000.0,0.09,1.38,0.01,-0.2,0.09,0.05,0.71,1.76,-1002499968.0,32074135552.0,0.1,Healthcare
SLHN.SW,SWISS LIFE HOLDING AG N,883.2,20.88,2.63,42.29,11980999680.0,7.95,-34.75,-11.18,,-39934480384.0,16741000000.0,,3.95,0.04,0.27,0.16,0.01,1.93,3.47,-3579875072.0,25196548096.0,0.08,Financial Services
ADM,Archer-Daniels-Midland Company,57.84,25.15,,2.3,82775998464.0,0.0,0.33,0.09,2147000000.0,37598064640.0,31658000000.0,0.07,3.53,0.03,-0.55,0.05,0.02,0.47,1.24,1703874944.0,27790036992.0,-0.05,Consumer Defensive
7751.T,CANON INC,4401.0,24.15,,182.2,4552082849792.0,0.0,28.36,7.18,133071000000.0,4634758873088.0,4183196000000.0,0.03,3.64,0.04,-0.07,0.05,0.05,0.32,1.24,308090372096.0,3967730319360.0,-0.02,Technology
EXR,Extra Space Storage Inc,136.36,29.58,3.5,4.61,3393270016.0,8.46,106.48,22.29,1681014000.0,43347210240.0,26695823000.0,0.06,4.69,0.05,0.34,0.07,0.03,0.93,2.1,1078488576.0,30217510912.0,0.04,Real Estate
FER,Ferrovial SE,52.5,9.81,,5.35,9349000192.0,0.0,32.37,8.1,808000000.0,47152660480.0,16006000000.0,0.05,1.68,0.01,0.3,0.54,0.02,1.35,6.4,-58000000.0,37712584704.0,0.05,Industrials
BR,"Broadridge Financial Solutions,",265.94,37.51,1.9,7.09,6889099776.0,19.75,20.67,5.35,1194500000.0,34046171136.0,5907500000.0,0.2,1.46,0.01,0.16,0.35,0.09,1.3,11.74,1036300032.0,31149287424.0,0.06,Technology
FITB,Fifth Third Bancorp,41.64,12.97,2.64,3.21,7992999936.0,4.92,9.95,2.67,,43712983040.0,36568000000.0,,3.59,0.04,0.04,0.12,0.01,0.0,1.46,,27560972288.0,0.04,Financial Services
EQT,EQT Corporation,51.29,26.99,0.39,1.9,7103623168.0,68.43,-23.65,-7.22,2226140000.0,43442020352.0,29738297000.0,0.07,1.23,0.01,81.39,0.06,0.04,0.33,1.43,1246506240.0,32007884800.0,1.12,Energy
WBD,"Warner Bros. Discovery, Inc. - ",10.91,35.19,,0.31,38441000960.0,0.0,222.54,38.41,3401000000.0,60394500096.0,70681000000.0,0.05,,0.0,,0.02,0.01,0.93,0.75,17856999424.0,27002251264.0,0.01,Communication Services
EME,"EMCOR Group, Inc.",618.22,25.67,,24.08,15638715392.0,0.0,47.08,11.3,1522368000.0,27866660864.0,3301601000.0,0.46,0.16,0.0,0.22,0.38,0.12,0.22,9.07,975091904.0,27674183680.0,0.17,Industrials
AEE,Ameren Corporation,101.39,22.28,2.55,4.55,8119000064.0,8.74,19.22,5.0,2031000000.0,47515860992.0,32295000000.0,0.06,2.78,0.03,0.07,0.1,0.03,1.61,2.23,-2363624960.0,27416868864.0,0.32,Utilities
ACGL,Arch Capital Group Ltd.,88.83,9.2,,9.66,19156000768.0,0.0,89.71,19.45,4221000000.0,32941217792.0,24939000000.0,0.17,,0.0,-0.02,0.17,0.04,0.12,1.5,9020000256.0,33168056320.0,0.23,Financial Services
AAL.L,ANGLO AMERICAN PLC ORD USD0.549,2172.0,,3.12,-2.15,26659999744.0,0.0,-34.33,-11.02,,40660398080.0,37809000000.0,,1.13,0.0,,-0.04,0.04,0.66,133.88,-2489999872.0,23191314432.0,-0.07,Basic Materials
DD,"DuPont de Nemours, Inc.",70.47,414.53,0.65,0.17,12606999552.0,639.61,-1.43,-0.4,844000000.0,35803963392.0,30239000000.0,0.03,2.31,0.02,-0.67,0.0,0.03,0.33,1.28,1445500032.0,29506985984.0,0.03,Basic Materials
AHT.L,ASHTEAD GROUP PLC ORD 10P,5062.0,19.54,1.13,2.59,10791700480.0,17.23,35.53,8.81,2551600000.0,31929247744.0,15168200000.0,0.17,1.65,0.0,-0.04,0.2,0.07,1.35,284.35,2995504128.0,21563867136.0,-0.04,Industrials
DXCM,"DexCom, Inc.",78.86,53.65,1.23,1.47,4300800000.0,43.52,64.71,14.86,803100000.0,29610661888.0,5018100000.0,0.16,,0.0,0.25,0.23,0.06,1.0,12.02,425124992.0,30925344768.0,0.15,Healthcare
NTR.TO,NUTRIEN LTD,76.63,20.01,,3.83,25020999680.0,0.0,-6.28,-1.78,2618000000.0,49515294720.0,37376000000.0,0.07,3.92,0.03,2.17,0.06,0.03,0.54,1.49,1552125056.0,37308461056.0,0.03,Basic Materials
HPE,Hewlett Packard Enterprise Comp,20.81,20.01,11.22,1.04,31648999424.0,1.78,8.43,2.27,2210000000.0,33928206336.0,41397000000.0,0.05,2.55,0.03,,0.06,0.02,0.73,1.14,80375000.0,27307298816.0,0.06,Technology
EBS,Emergent BioSolutions Inc.,8.57,,,-2.58,851600000.0,0.0,-38.17,-12.5,-900000.0,860708992.0,1218400000.0,-0.0,,0.0,,0.3,0.06,1.25,0.86,245862496.0,465160736.0,-0.45,Healthcare
AWK,"American Water Works Company, I",145.36,26.19,3.74,5.55,4942000128.0,7.0,19.19,4.99,1965000000.0,43256528896.0,25668000000.0,0.08,2.29,0.02,0.04,0.1,0.03,1.41,2.65,-1340499968.0,28359591936.0,0.11,Utilities
SEB-A.ST,Skandinaviska Enskilda Banken s,175.25,10.84,,16.16,78546001920.0,0.0,46.76,11.24,,606890491904.0,1160994000000.0,,4.87,0.05,-0.12,0.15,0.01,0.0,1.61,,348684386304.0,-0.05,Financial Services
ORA,"Ormat Technologies, Inc.",86.68,40.13,4.52,2.16,906305024.0,8.87,32.66,8.16,256516000.0,8043903488.0,5191521000.0,0.05,0.55,0.0,0.26,0.05,0.02,1.04,2.11,,5258234368.0,0.1,Utilities
ODFL,"Old Dominion Freight Line, Inc.",144.46,28.44,3.01,5.08,5638622208.0,9.45,10.62,2.84,1434181000.0,30689671168.0,4400623000.0,0.33,0.77,0.01,-0.17,0.26,0.16,0.04,7.19,555056896.0,30543757312.0,-0.06,Industrials
JBL,Jabil Inc.,224.34,42.01,,5.34,28514000896.0,0.0,-1.37,-0.38,1075000000.0,25529731072.0,4169000000.0,0.26,0.15,0.0,0.72,0.32,0.05,2.65,18.74,1401750016.0,24075943936.0,0.16,Technology
IRM,Iron Mountain Incorporated (Del,90.16,644.0,,0.14,6443113984.0,0.0,36.92,9.12,906460000.0,44845887488.0,14828620000.0,0.06,3.42,0.03,,,0.04,0.0,-34.69,-908652992.0,26628577280.0,0.12,Real Estate
8630.T,SOMPO HOLDINGS INC,4709.0,18.76,1.75,250.99,5423407038464.0,10.74,27.19,6.9,308021000000.0,4249668812800.0,4896392000000.0,0.06,3.19,0.03,,0.07,0.02,0.2,1.05,-3726863761408.0,4330405756928.0,0.16,Financial Services
ALL.AX,ARISTOCRAT FPO [ALL],70.11,40.06,,1.75,6847200256.0,0.0,39.42,9.66,,44591513600.0,8363500000.0,,1.26,0.01,0.36,0.17,0.11,0.3,6.1,1487425024.0,43649716224.0,0.09,Consumer Cyclical
L.TO,LOBLAW CO,228.07,28.26,,8.07,61568000000.0,0.0,14.75,3.89,4358000000.0,85578203136.0,20232000000.0,0.22,0.99,0.01,,0.21,0.06,1.76,6.15,3153125120.0,67788333056.0,,Consumer Defensive
FCNCA,"First Citizens BancShares, Inc.",1828.13,10.8,,169.34,8984000512.0,0.0,429.38,58.82,,36506394624.0,59334000000.0,,0.43,0.0,-0.19,0.11,0.01,0.0,1.12,,23707006976.0,-0.04,Financial Services
PTC,PTC Inc.,205.42,48.33,1.71,4.25,2471977984.0,28.31,27.19,6.9,747330000.0,25820215296.0,4746295000.0,0.16,,0.0,1.05,0.16,0.08,0.4,7.0,863937728.0,24607877120.0,0.24,Technology
6902.T,DENSO CORP,2104.5,14.51,1.18,145.0,7162072924160.0,12.26,29.85,7.52,199270000000.0,5703798358016.0,5677650000000.0,0.04,3.04,0.03,-0.16,0.08,0.04,0.17,1.2,312677990400.0,5794340798464.0,0.0,Consumer Cyclical
6954.T,FANUC CORPORATION,4366.0,27.78,2.54,157.18,798391992320.0,10.92,8.75,2.36,75383000000.0,3485325066240.0,1724545000000.0,0.04,2.16,0.02,0.31,0.09,0.05,0.0,2.38,,4073993273344.0,0.01,Industrials
DSFIR,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
STLD,"Steel Dynamics, Inc.",123.02,17.88,,6.88,17148070912.0,0.0,-4.72,-1.33,1554254000.0,21376993280.0,13020789000.0,0.12,1.64,0.02,-0.3,0.12,0.05,0.43,2.06,-542465984.0,18262810624.0,-0.02,Basic Materials
FFIV,"F5, Inc.",321.77,28.4,1.17,11.33,3024655872.0,24.37,8.17,2.2,762642000.0,17317636096.0,3471684000.0,0.22,,0.0,0.32,0.21,0.08,0.07,5.36,857785280.0,18484785152.0,0.12,Technology
SHL,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ACA,"Arcosa, Inc.",95.92,60.33,,1.59,2675500032.0,0.0,26.2,6.67,202800000.0,5655190016.0,4140800000.0,0.05,0.24,0.0,0.31,0.04,0.04,0.67,1.87,254837504.0,4682440192.0,0.11,Industrials
4503.T,ASTELLAS PHARMA,1615.5,57.21,,28.24,1944993005568.0,0.0,47.54,11.4,-24332000000.0,3566182596608.0,2344681000000.0,-0.01,4.86,0.05,0.82,0.05,0.05,0.6,1.95,129915248640.0,2892245762048.0,0.07,Healthcare
EXE,Expand Energy Corporation,99.14,,0.33,-0.03,8862999552.0,0.0,-18.98,-5.68,535000000.0,28274948096.0,23059000000.0,0.02,3.19,0.02,,0.01,0.02,0.29,1.31,2279875072.0,23609794560.0,4.46,Energy
TWLO,Twilio Inc.,98.67,,,-0.23,4729372160.0,0.0,56.87,13.31,16205000.0,13679072256.0,8995297000.0,0.0,,0.0,,0.0,0.01,0.14,1.88,602252352.0,15064343552.0,0.14,Technology
LII,"Lennox International, Inc.",582.19,24.88,2.14,23.4,5416600064.0,11.6,27.35,6.94,1060300000.0,22349604864.0,2022400000.0,0.52,0.88,0.01,0.13,1.13,0.19,1.72,22.71,485300000.0,20449015808.0,0.03,Industrials
